Board
JobName,PCBResult,PCBName
C:\KohYoung\KY_JOB\627-351-12A_BOT_JOB_DS-406546\627-351-12A_BOT_JOB_DS-406546.mdb,GOOD,627-351-12ABOT_JOB_DS-406546
Panel 
 ArrayBarcode,PanelResult,PanelInspectionDate,PanelInspectionStartTime,PanelInspectionEndTime 
508BFD5,GOOD,2026-06-12,14:09:02,14:09:31
Pad 
 ComponentID,PadNo,Volume,Height,Area,OffsetX,OffsetY,PadResult 
U23_B,28307,97.22845,120.1478,102.7735,-0.006072975,-0.008227589,GOOD,
U23_B,28308,95.37472,124.843,97.02258,-0.007816817,-0.007481189,GOOD,
U23_B,28309,109.4414,146.5115,94.86669,-0.009563115,-0.005739547,GOOD,
U23_B,28310,97.91956,124.8205,99.62936,-0.01130939,-0.004980958,GOOD,
U23_B,28311,100.2372,131.9629,96.4675,-0.01305567,-0.004244289,GOOD,
U23_B,28312,103.9001,128.624,102.5883,0.004014512,-0.00346252,GOOD,
U23_B,28313,107.5753,131.2276,104.1097,0.007777796,-0.001122048,GOOD,
U23_B,28314,102.8219,131.2336,99.50486,0.006055913,-0.0003829615,GOOD,
U23_B,28315,104.3922,132.9156,99.74609,0.004331572,-0.009613085,GOOD,
U23_B,28316,108.0035,140.1395,97.87709,0.002607231,-0.01886029,GOOD,
U23_B,28317,103.1151,134.8474,97.11443,0.0008828896,-0.01811875,GOOD,
U23_B,28318,99.94489,124.708,101.7818,-0.0008414314,-0.01736014,GOOD,
U23_B,28319,103.9312,135.5749,97.35768,-0.002565773,-0.01861147,GOOD,
U23_B,28320,105.244,130.4644,102.4493,-0.002397482,-0.01487455,GOOD,
U23_B,28321,106.9197,136.8491,99.22461,0.01395321,-0.01711134,GOOD,
U23_B,28322,103.6768,131.1981,100.3593,0.01222399,-0.01637225,GOOD,
U23_B,28323,104.4606,128.6094,103.1534,0.01049234,-0.0156112,GOOD,
U23_B,28324,111.3036,136.6223,103.4645,0.008760706,-0.01487212,GOOD,
U23_B,28325,107.489,135.9105,100.4419,0.007026614,-0.01313537,GOOD,
U23_B,28326,103.5725,126.9729,103.5946,0.005297397,-0.0123792,GOOD,
U23_B,28327,105.334,133.4273,100.26,0.003563306,-0.01164255,GOOD,
U23_B,28328,108.1672,131.6983,104.3084,0.003255377,-0.005260251,GOOD,
U23_B,28329,99.61425,131.906,95.90928,0.006887594,0.01707475,GOOD,
U23_B,28330,105.982,130.5788,103.0773,0.005168128,0.01780408,GOOD,
U23_B,28331,102.5026,128.6415,101.1946,0.003446224,0.00856421,GOOD,
U23_B,28332,106.4233,131.807,102.5421,0.001726779,-0.0006927477,GOOD,
U23_B,28333,106.3593,138.997,97.17932,2.437542E-06,4.146335E-05,GOOD,
U23_B,28334,102.1394,127.045,102.1032,-0.001721903,0.0007951972,GOOD,
U23_B,28335,101.6655,122.6789,105.2465,-0.003443787,-0.0004683461,GOOD,
U23_B,28336,101.1402,125.2644,102.5415,-0.005173003,0.003271029,GOOD,
U23_B,28337,101.5667,130.6811,98.70578,0.01308494,0.001026932,GOOD,
U23_B,28338,100.1199,130.3272,97.56387,0.01135817,0.001763581,GOOD,
U23_B,28339,102.4483,132.5918,98.12772,0.009628969,0.002522191,GOOD,
U23_B,28340,104.5973,133.1512,99.76518,0.007899754,0.003261278,GOOD,
U23_B,28341,97.70137,126.0479,98.43934,0.0061681,0.004995585,GOOD,
U23_B,28342,100.9296,131.6041,97.39862,0.004438884,0.005754194,GOOD,
U23_B,28343,104.1468,131.9204,100.2623,0.002712105,0.006490844,GOOD,
U23_B,28344,103.5706,124.7522,105.4367,0.002502357,-0.007075047,GOOD,
U23_B,28345,105.4823,130.5461,102.617,0.006046143,0.01528435,GOOD,
U23_B,28346,101.9896,124.1286,104.3489,0.004329134,0.01600392,GOOD,
U23_B,28347,101.1524,125.6019,102.2783,0.002609668,0.006756729,GOOD,
U23_B,28348,100.4761,126.0903,101.201,0.0008902222,-0.002507544,GOOD,
U23_B,28349,107.5899,131.7461,103.714,0.000121957,-0.001780646,GOOD,
U23_B,28350,101.8,128.9032,100.2969,-0.002553585,-0.001034246,GOOD,
U23_B,28351,108.2953,131.5409,104.5568,-0.0004585176,-0.002297769,GOOD,
U23_B,28352,107.3323,133.0403,102.4592,-0.005046171,0.001429397,GOOD,
U23_B,28353,103.2336,126.9406,103.282,0.01226303,-0.0008122621,GOOD,
U23_B,28354,111.3533,129.8698,108.8926,0.01053625,-8.048886E-05,GOOD,
U23_B,28355,111.1225,130.7328,107.9496,0.008811913,0.0006756628,GOOD,
U23_B,28356,103.2867,124.1002,105.7001,0.007085135,0.001412332,GOOD,
U23_B,28357,110.726,138.7251,101.3674,0.005358356,0.003144201,GOOD,
U23_B,28358,105.9813,126.7976,106.1505,0.003631597,0.003900353,GOOD,
U23_B,28359,103.8524,127.1698,103.7137,0.001904819,0.00463946,GOOD,
U245,28360,117.0858,160.2142,92.81261,0.004698622,-0.0006939667,GOOD,
U245,28361,119.0205,155.7113,97.07458,9.512407E-05,-0.002155075,GOOD,
U245,28362,106.489,144.9805,93.28222,-0.001721903,-0.004693112,GOOD,
U246,28363,113.8668,157.753,91.66917,-0.0138215,-0.003556437,GOOD,
U246,28364,119.7293,156.9697,96.86978,-0.001910913,0.0009305776,GOOD,
U246,28365,104.4489,142.3683,93.17391,-0.003720608,-0.002934427,GOOD,
U247,28366,117.1607,159.7095,93.16541,-0.0009219302,-0.005313904,GOOD,
U247,28367,121.6492,159.8904,96.62526,-0.009099703,-0.008733741,GOOD,
U247,28368,114.2437,153.1881,94.71329,-0.01086794,-0.004597996,GOOD,
U24_AA,28369,116.7229,145.1753,102.1097,-0.008258271,-0.007088455,GOOD,
U24_AA,28370,89.75055,119.0944,95.70825,-0.009994801,-0.01337686,GOOD,
U24_AA,28371,110.1998,140.9051,99.32478,-0.0138264,0.004749223,GOOD,
U24_AA,28372,104.2379,132.8987,99.61131,-0.00617785,-0.01152302,GOOD,
U24_AA,28373,97.21856,129.1959,95.56615,-0.01173377,-0.009669194,GOOD,
U24_AA,28374,132.2811,162.7921,103.1973,-0.008950933,-0.002797827,GOOD,
U24_AA,28375,132.059,164.4437,101.9892,-0.0006219328,-0.004276001,GOOD,
U24_AA,28376,133.9015,163.2371,104.1766,-0.01127037,0.01422815,GOOD,
U24_AA,28377,133.4349,163.2271,103.8199,-0.001914569,0.01275241,GOOD,
U24_AA,28378,135.9226,167.5323,103.0379,-0.01079965,-0.002078243,GOOD,
U24_AA,28379,134.0835,167.4015,101.7231,-0.01218985,-0.003000268,GOOD,
U24_AA,28380,132.7021,159.9005,105.3978,-0.0135825,0.00297589,GOOD,
U24_AA,28381,128.382,159.4737,102.2396,-0.01497026,-0.001885534,GOOD,
U24_AA,28382,138.4869,163.4347,107.6138,0.003402329,0.007044554,GOOD,
U24_AA,28383,140.0173,169.4253,104.956,0.0005902248,0.008532499,GOOD,
U24_AA,28384,131.21,165.4562,100.7135,0.008965558,-0.009959457,GOOD,
U24_AA,28385,137.2568,166.3891,104.7641,0.002907228,-0.008469075,GOOD,
U24_AA,28386,112.8175,149.5299,95.81911,-0.0111655,-0.01317683,GOOD,
U24_AA,28387,139.3539,169.297,104.5378,-0.009780177,-0.003744251,GOOD,
U24_AA,28388,129.5125,161.0261,102.1454,-0.008387541,-0.01431597,GOOD,
U24_AA,28389,138.0201,167.8407,104.4356,-0.006999781,-0.004895573,GOOD,
U24_BB,28390,114.9658,144.8791,100.7782,0.0009560758,0.003491794,GOOD,
U24_BB,28391,87.71564,118.863,93.72041,-0.000859733,-0.002708786,GOOD,
U24_BB,28392,111.6652,139.1037,101.949,-0.004723017,-0.004612624,GOOD,
U24_BB,28393,111.4672,135.681,104.3355,-0.007015625,-0.0008025107,GOOD,
U24_BB,28394,99.69864,125.068,101.2388,-0.002675522,0.001064739,GOOD,
U24_BB,28395,141.4053,169.1273,106.1831,-0.009597261,0.007667783,GOOD,
U24_BB,28396,142.8612,173.4359,104.6114,-0.001291418,0.006160336,GOOD,
U24_BB,28397,142.2408,174.0492,103.7901,0.00802169,0.004656525,GOOD,
U24_BB,28398,135.7936,167.9446,102.6874,-0.002642595,0.003152734,GOOD,
U24_BB,28399,138.4886,174.5458,100.7647,-0.001673113,-0.0050468,GOOD,
U24_BB,28400,137.9139,169.3163,103.4459,-0.003120633,-0.01246578,GOOD,
U24_BB,28401,135.215,169.4345,101.3507,-0.004568153,-0.002506325,GOOD,
U24_BB,28402,129.8818,166.0845,99.31686,-0.006016872,-0.01123885,GOOD,
U24_BB,28403,134.1292,172.0857,98.98798,-0.01112039,-0.002196539,GOOD,
U24_BB,28404,132.3162,162.8642,103.1789,-0.0004633927,-0.0006610358,GOOD,
U24_BB,28405,139.8076,173.9083,102.0973,-0.008777767,0.0008793429,GOOD,
U24_BB,28406,146.7077,174.9452,106.5012,-0.01809821,0.002422179,GOOD,
U24_BB,28407,119.2053,161.6723,93.64054,-0.01266789,0.007471417,GOOD,
U24_BB,28408,124.6054,164.8923,95.97104,-0.01130208,-0.003091748,GOOD,
U24_BB,28409,132.8985,165.8448,101.7705,-0.009938717,0.001723337,GOOD,
U24_BB,28410,144.0717,173.7481,105.3083,-0.008570457,-0.004265031,GOOD,
U24_CC,28411,119.8768,151.7127,100.3499,-0.008316813,0.01114005,GOOD,
U24_CC,28412,88.37186,123.2381,91.06944,-0.01006553,0.004898011,GOOD,
U24_CC,28413,110.5468,140.5066,99.9202,-0.01390687,0.003034418,GOOD,
U24_CC,28414,109.3021,141.574,98.05021,-0.006199808,0.006756729,GOOD,
U24_CC,28415,94.10449,126.926,94.15936,-0.0118167,0.008647137,GOOD,
U24_CC,28416,140.0608,166.7852,106.6505,0.00108045,0.005368795,GOOD,
U24_CC,28417,138.9424,175.5436,100.5202,-0.01060942,0.003890601,GOOD,
U24_CC,28418,137.6082,167.5972,104.2753,-0.006580284,0.002414866,GOOD,
U24_CC,28419,126.8132,160.5961,100.2844,-0.01201181,0.00093911,GOOD,
U24_CC,28420,137.1046,173.6801,100.2549,-0.01099477,0.002048969,GOOD,
U24_CC,28421,128.7543,161.1674,101.4584,-0.01238741,-0.004737034,GOOD,
U24_CC,28422,137.1378,165.8078,105.0403,-0.01378248,-0.0006951856,GOOD,
U24_CC,28423,129.2174,161.8149,101.4159,-0.01517757,-0.003544228,GOOD,
U24_CC,28424,125.4658,164.8553,96.65543,-0.0002024358,0.005405383,GOOD,
U24_CC,28425,138.3033,170.9337,102.7563,0.004568153,0.006903079,GOOD,
U24_CC,28426,138.1188,173.7562,100.9523,0.001182887,0.008400775,GOOD,
U24_CC,28427,141.8082,168.3949,106.9489,0.003702326,0.009898472,GOOD,
U24_CC,28428,115.583,154.3271,95.11647,-0.01114598,-0.01480138,GOOD,
U24_CC,28429,134.1508,166.1401,102.547,-0.009743594,-0.006734768,GOOD,
U24_CC,28430,136.6184,165.4082,104.8952,-0.00833875,-0.01603075,GOOD,
U24_CC,28431,135.3894,166.4503,103.3009,-0.006933927,-0.006651842,GOOD,
U24_DD,28432,115.1659,149.4102,97.89202,0.00134874,-0.007987321,GOOD,
U24_DD,28433,92.46506,127.1726,92.33958,-0.0003804763,-0.01424401,GOOD,
U24_DD,28434,110.0177,135.292,103.2747,-0.004136448,0.003864984,GOOD,
U24_DD,28435,115.682,142.7626,102.9094,-0.006587597,-0.01237189,GOOD,
U24_DD,28436,99.25443,131.7011,95.71152,-0.002109692,-0.01052414,GOOD,
U24_DD,28437,144.9666,177.326,103.8244,-0.00936068,-0.00374547,GOOD,
U24_DD,28438,142.1903,171.1643,105.502,-0.001004847,-0.005245604,GOOD,
U24_DD,28439,140.1328,167.2647,106.3994,0.0004707253,0.01323782,GOOD,
U24_DD,28440,141.1477,172.9204,103.6648,-0.002273108,0.01173889,GOOD,
U24_DD,28441,134.263,173.1947,98.4522,-0.001136554,0.002196539,GOOD,
U24_DD,28442,145.1288,179.2047,102.8509,-0.002509669,-0.003941836,GOOD,
U24_DD,28443,140.2264,182.4417,97.6134,-0.003885242,0.006645747,GOOD,
U24_DD,28444,134.3671,173.9684,98.09037,-0.005260814,-0.002768553,GOOD,
U24_DD,28445,143.2542,176.0761,103.3263,-0.01033869,0.006185933,GOOD,
U24_DD,28446,141.0574,177.8383,100.7336,0.0002536442,0.00768363,GOOD,
U24_DD,28447,137.1151,170.9555,101.8605,-0.008116814,-0.01079978,GOOD,
U24_DD,28448,140.6218,171.395,104.1978,-0.01745797,-0.009304517,GOOD,
U24_DD,28449,124.6214,165.8809,95.41135,-0.01163133,-0.01400131,GOOD,
U24_DD,28450,118.5109,163.8789,91.84155,-0.01024601,-0.004583349,GOOD,
U24_DD,28451,135.7806,168.3078,102.456,-0.008855809,-0.01516847,GOOD,
U24_DD,28452,145.9236,174.3284,106.3069,-0.007468048,-0.006411573,GOOD,
U25_A,28453,104.979,141.8554,93.98544,0.008475333,-0.002128239,GOOD,
U25_A,28454,104.933,141.5949,94.11702,0.006790032,-0.00623473,GOOD,
U25_A,28455,102.7806,137.8647,94.68078,0.005102274,0.0001305047,GOOD,
U25_A,28456,108.9736,141.3155,97.93436,0.003419412,-0.00591763,GOOD,
U25_A,28457,103.4009,140.7107,93.32568,0.001736529,-0.003389345,GOOD,
U25_A,28458,108.995,143.8515,96.22684,0.02003352,0.001985545,GOOD,
U25_A,28459,103.8627,136.395,96.70855,0.01835551,-0.0002719796,GOOD,
U25_A,28460,106.4346,144.3854,93.61887,0.01667508,-0.001698939,GOOD,
U25_A,28461,108.6225,144.7278,95.31727,0.0149922,-0.0009805734,GOOD,
U25_A,28462,110.8015,150.0889,93.75637,0.01331909,-0.006285944,GOOD,
U25_A,28463,108.2477,145.5955,94.42229,0.01163866,-0.001930674,GOOD,
U25_A,28464,109.0883,144.0295,96.19015,0.00996553,-0.004263812,GOOD,
U25_A,28465,115.1517,150.5806,97.11916,0.008285104,-0.005674925,GOOD,
U25_A,28466,118.7832,148.4938,101.5899,-0.006196151,0.009444773,GOOD,
U25_A,28467,112.2539,150.3511,94.81963,-0.0079717,0.007344589,GOOD,
U25_A,28468,110.8503,147.1933,95.64281,-0.00974725,0.01284996,GOOD,
U25_A,28469,99.06223,133.4861,94.24882,0.006746117,-0.003014915,GOOD,
U25_A,28470,96.35571,133.1994,91.87108,0.005063254,-0.002355098,GOOD,
U25_A,28471,98.09754,133.8445,93.08106,0.003387704,-0.001702595,GOOD,
U25_A,28472,100.5338,134.1259,95.19259,0.001709696,-0.001078147,GOOD,
U25_A,28473,98.23993,130.596,95.53488,3.414556E-05,-0.002357536,GOOD,
U25_A,28474,100.9351,129.2329,99.1911,0.01834332,0.0001622166,GOOD,
U25_A,28475,103.3948,138.9929,94.47349,0.01666777,-0.003996707,GOOD,
U25_A,28476,99.28652,136.0893,92.65525,0.01500195,-0.006372548,GOOD,
U25_A,28477,95.87747,128.0273,95.10815,0.01332396,-0.0008842185,GOOD,
U25_A,28478,103.7207,143.528,91.7767,0.0116606,-0.005229758,GOOD,
U25_A,28479,112.3821,150.9124,94.57494,0.009989926,0.001036684,GOOD,
U25_A,28480,101.7596,130.953,98.68782,0.008324126,-0.003195416,GOOD,
U25_A,28481,105.2313,142.761,93.61359,0.006658325,-0.00269294,GOOD,
U25_A,28482,107.7235,144.7921,94.48634,0.001914569,0.01135958,GOOD,
U25_A,28483,106.5351,137.9568,98.07387,0.0001438949,0.007371406,GOOD,
U25_A,28484,104.2506,140.2197,94.42202,-0.001629217,0.008125139,GOOD,
U25_A,28485,101.3976,133.9169,96.16032,0.006065662,-0.004852891,GOOD,
U25_A,28486,92.93059,132.1189,89.33006,0.004390113,-0.004189417,GOOD,
U25_A,28487,99.37502,133.9269,94.23523,0.002721855,-0.00639327,GOOD,
U25_A,28488,99.08552,137.983,91.19866,0.00105118,-0.002905152,GOOD,
U25_A,28489,99.56964,133.6584,94.60941,-0.0006170577,-0.005133403,GOOD,
U25_A,28490,97.64475,131.8971,94.01939,0.01769943,-0.001653818,GOOD,
U25_A,28491,100.4365,128.8459,98.99765,0.01603363,-0.001042778,GOOD,
U25_A,28492,103.2273,133.8044,97.97791,0.01437758,-0.005318779,GOOD,
U25_A,28493,101.333,135.3117,95.10845,0.01270934,-0.002680731,GOOD,
U25_A,28494,109.9565,140.8198,99.16552,0.01105819,-0.005115099,GOOD,
U25_A,28495,102.2789,134.7576,96.39104,0.009399701,-0.0007451814,GOOD,
U25_A,28496,100.4645,133.2176,95.77554,0.007743651,-0.006873805,GOOD,
U25_A,28497,101.8692,134.8493,95.93958,0.006090058,-0.003502764,GOOD,
U25_A,28498,100.8878,136.5569,93.82723,0.0110472,0.004710197,GOOD,
U25_A,28499,111.9798,151.6681,93.76684,0.009277743,0.004544324,GOOD,
U25_A,28500,106.5852,134.2834,100.8041,0.00750707,0.01102785,GOOD,
U25_A,28501,106.4607,142.476,94.89675,-0.005535198,-0.002673417,GOOD,
U25_A,28502,107.2276,136.792,99.55196,-0.007330248,-0.001035465,GOOD,
U25_A,28503,102.0982,141.5111,91.62863,-0.009126536,-0.001317196,GOOD,
U25_A,28504,105.7479,138.9574,96.64821,-0.01092404,-0.0006793396,GOOD,
U25_A,28505,98.75217,132.1186,94.92626,-0.01272399,0.0009098359,GOOD,
U25_A,28506,106.6794,139.8384,96.88531,-0.01452393,-0.001334261,GOOD,
U25_A,28507,108.0358,141.2354,97.14664,0.003655973,0.001169626,GOOD,
U25_A,28508,112.3469,139.9503,101.9509,0.001857267,-0.003128335,GOOD,
U25_A,28509,112.4435,140.1805,101.8709,4.51145E-05,0.001385495,GOOD,
U25_A,28510,107.0899,138.6369,98.10095,-0.00175483,0.0008159389,GOOD,
U25_A,28511,112.0483,145.3801,97.88226,-0.003563306,-0.003441778,GOOD,
U25_A,28512,106.7055,136.7726,99.08129,-0.005373001,0.001802607,GOOD,
U25_A,28513,108.3103,142.6741,96.41139,-0.007185134,-0.008242236,GOOD,
U25_A,28514,108.0741,135.344,101.4113,-0.008999704,0.001770895,GOOD,
U25_A,28515,111.5799,144.8091,97.85748,0.005755915,0.002836853,GOOD,
U25_A,28516,109.0769,144.8036,95.66586,0.003993772,0.00363205,GOOD,
U25_A,28517,106.8508,136.4874,99.42348,-0.006325401,-0.004574817,GOOD,
U25_A,28518,106.2035,141.8898,95.05852,-0.008113158,0.0008781239,GOOD,
U25_A,28519,104.9299,138.4987,96.21819,-0.009900895,0.0006049254,GOOD,
U25_A,28520,106.1632,141.3621,95.37719,-0.01169109,0.000297597,GOOD,
U25_A,28521,100.9802,136.2499,94.12473,-0.01347885,-8.532459E-06,GOOD,
U25_A,28522,105.4718,138.1481,96.96055,-0.01526902,-0.002236783,GOOD,
U25_A,28523,110.6842,136.7909,102.7619,0.002921853,0.003142982,GOOD,
U25_A,28524,106.0445,137.1524,98.1948,0.001135335,-0.003040533,GOOD,
U25_A,28525,105.4386,134.1913,99.78815,-0.0006621722,0.0005451782,GOOD,
U25_A,28526,109.9225,144.5358,96.58619,-0.002447492,-0.004761412,GOOD,
U25_A,28527,108.9296,139.7576,98.98607,-0.004240104,0.002449016,GOOD,
U25_A,28528,114.4841,146.6969,99.11237,-0.006033955,-0.0008488498,GOOD,
U25_A,28529,110.32,141.4512,99.04935,-0.007826587,-0.0003695534,GOOD,
U25_A,28530,103.767,140.688,93.67113,-0.009624074,0.000156122,GOOD,
U25_A,28531,108.4316,148.0017,93.04502,0.004882776,0.0009927826,GOOD,
U25_A,28532,106.1531,140.7078,95.81162,0.003124289,0.001795293,GOOD,
U25_A,28533,98.62321,135.7086,92.2944,-0.007131488,-0.001709909,GOOD,
U25_A,28534,100.043,133.6536,95.06264,-0.008913131,-0.001017161,GOOD,
U25_A,28535,98.33792,134.6225,92.76987,-0.01069356,-0.0003317468,GOOD,
U25_A,28536,101.5086,133.9597,96.23482,-0.012474,0.0003231944,GOOD,
U25_A,28537,103.3948,137.5869,95.43887,-0.01425442,2.80552E-05,GOOD,
U25_A,28538,102.7816,139.4924,93.57694,-0.01603363,0.001624544,GOOD,
U25_A,28539,104.1578,132.3396,99.95528,0.002166995,-0.003463739,GOOD,
U25_A,28540,114.8928,152.7535,95.52239,0.0003914452,-0.002957586,GOOD,
U25_A,28541,114.9065,160.4302,90.9625,-0.001393854,-0.003161266,GOOD,
U25_A,28542,102.3349,134.677,96.50151,-0.003165747,-0.001773333,GOOD,
U25_A,28543,103.3495,143.4692,91.48576,-0.004944973,-0.001204995,GOOD,
U25_A,28544,110.2477,141.8151,98.73037,-0.00672296,-0.002564873,GOOD,
U25_A,28545,110.4181,146.0086,96.04292,-0.008500948,-0.0001426939,GOOD,
U25_A,28546,108.3838,145.714,94.46412,-0.01028015,-0.0005305311,GOOD,
U25_A,28547,103.4768,141.1755,93.08661,0.00399621,-0.0008439741,GOOD,
U25_A,28548,104.9481,139.9098,95.26434,0.002240181,-4.146335E-05,GOOD,
U25_B,28549,98.24847,127.0212,98.23209,0.0004536425,0.01171573,GOOD,
U25_B,28550,100.5165,126.2412,101.1207,-0.001268261,0.012467,GOOD,
U25_B,28551,103.0486,132.6081,98.6906,-0.002990144,0.01320123,GOOD,
U25_B,28552,101.4159,127.3589,101.1301,-0.004712048,0.01393544,GOOD,
U25_B,28553,106.9175,129.975,104.4702,-0.006433932,0.01466965,GOOD,
U25_B,28554,100.1095,125.2637,101.4971,-0.008155835,0.005432219,GOOD,
U25_B,28555,101.255,127.8143,100.6099,-0.009880177,-0.003802799,GOOD,
U25_B,28556,105.6161,129.72,103.4015,-0.01160206,0.01491358,GOOD,
U25_B,28557,105.3671,130.5722,102.4845,-0.01333128,-0.001336719,GOOD,
U25_B,28558,98.28812,128.5008,97.14019,-0.0150483,-0.003600338,GOOD,
U25_B,28559,100.0409,128.4349,98.92326,0.003209663,-0.002868565,GOOD,
U25_B,28560,109.1771,137.7898,100.6278,0.001485322,-0.002119706,GOOD,
U25_B,28561,103.4354,126.6683,103.7063,-0.0002414565,-0.001392809,GOOD,
U25_B,28562,107.472,129.7325,105.2083,-0.001968235,0.0003536874,GOOD,
U25_B,28563,102.233,128.5397,101.0085,-0.003695014,0.001075709,GOOD,
U25_B,28564,101.3942,133.6037,96.38256,-0.005419335,0.001795293,GOOD,
U25_B,28565,95.98495,121.8575,100.0356,-0.001399948,0.009871655,GOOD,
U25_B,28566,101.2718,123.8385,103.8572,-0.003119414,0.01062049,GOOD,
U25_B,28567,95.2882,127.508,94.90855,-0.00483888,0.01134983,GOOD,
U25_B,28568,97.55459,123.0802,100.6615,-0.006555888,0.01208404,GOOD,
U25_B,28569,100.3954,128.6786,99.0857,-0.008277792,0.01281581,GOOD,
U25_B,28570,105.0642,132.4271,100.7585,-0.009043619,0.003580815,GOOD,
U25_B,28571,101.898,127.7812,101.275,-0.0117167,-0.00565662,GOOD,
U25_B,28572,104.0366,129.9786,101.6525,-0.009624074,0.01305974,GOOD,
U25_B,28573,101.8527,129.066,100.2223,-0.01516293,-0.003188103,GOOD,
U25_B,28574,100.6824,127.7354,100.1027,-0.01306544,-0.005451722,GOOD,
U25_B,28575,104.5896,133.7157,99.33675,0.001382885,-0.004719948,GOOD,
U25_B,28576,110.8704,134.6025,104.6084,-0.0003414557,-0.003971091,GOOD,
U25_B,28577,109.0554,137.4858,100.7379,-0.002060902,-0.003239317,GOOD,
U25_B,28578,99.99593,129.8618,97.79227,-0.003785243,-0.001492821,GOOD,
U25_B,28579,103.341,124.2231,105.6511,-0.005509584,-0.0007707988,GOOD,
U25_B,28580,101.1543,130.2492,98.63087,-0.007231467,-4.39012E-05,GOOD,
U25_B,28581,101.293,125.9639,102.1262,-0.00223163,0.008030003,GOOD,
U25_B,28582,101.0271,129.5172,99.0636,-0.003948658,0.008778861,GOOD,
U25_B,28583,103.0238,131.7288,99.32542,-0.005665666,0.009508196,GOOD,
U25_B,28584,105.5845,135.1749,99.19913,-0.007382695,0.01023509,GOOD,
U25_B,28585,104.7696,133.8078,99.43918,-0.009099703,0.01096687,GOOD,
U25_B,28586,108.3875,134.0471,102.6893,-0.01081673,0.001729432,GOOD,
U25_B,28587,106.208,131.2064,102.803,-0.008721665,-0.007508005,GOOD,
U25_B,28588,104.766,130.1265,102.2489,-0.01425077,0.01120835,GOOD,
U25_B,28589,108.3956,127.2882,108.1502,-0.01597265,-0.005039486,GOOD,
U25_B,28590,101.1798,129.5694,99.17339,-0.01768481,-0.007300668,GOOD,
U25_B,28591,106.2422,129.2877,104.3623,0.0005755995,-0.006566457,GOOD,
U25_B,28592,103.2294,132.4202,99.00407,-0.001141429,-0.005817618,GOOD,
U25_B,28593,100.3954,132.3479,96.33864,-0.002863332,-0.005085845,GOOD,
U25_B,28594,110.1479,139.3072,100.4168,-0.004582779,-0.003336891,GOOD,
U25_B,28595,100.3623,133.8938,95.19498,-0.006304682,-0.002612431,GOOD,
U25_B,28596,93.56653,117.9126,100.7776,-0.008024128,-0.001887971,GOOD,
U25_B,28597,97.89246,120.1771,103.4501,0.01443368,0.0006781207,GOOD,
U25_B,28598,107.4569,128.6671,106.0646,0.01272155,0.001412332,GOOD,
U25_B,28599,100.5575,121.7188,104.9205,0.01101429,0.002129458,GOOD,
U25_B,28600,103.6637,129.1316,101.9525,0.009299702,0.00285148,GOOD,
U25_B,28601,100.626,127.0003,100.6258,0.007592443,0.003578377,GOOD,
U25_B,28602,109.5704,137.7055,101.0522,0.005885185,-0.005663934,GOOD,
U25_B,28603,107.2698,129.5457,105.1618,0.004175469,-0.01489893,GOOD,
U25_B,28604,105.5753,131.5447,101.9278,0.002468211,0.003814988,GOOD,
U25_B,28605,108.7663,126.5257,109.174,0.0007560775,-0.01243285,GOOD,
U25_B,28606,107.8896,127.2393,107.6866,-0.0009438681,-0.01469405,GOOD,
U25_B,28607,109.6518,130.6355,106.6003,0.01732383,-0.01395982,GOOD,
U25_B,28608,109.2514,129.5739,107.0812,0.01561657,-0.01320611,GOOD,
U25_B,28609,108.9086,133.6301,103.5051,0.01390687,-0.0124719,GOOD,
U25_B,28610,106.5583,132.4815,102.1494,0.01219474,-0.01071563,GOOD,
U25_B,28611,106.9986,132.5328,102.5318,0.01048746,-0.009986294,GOOD,
U25_B,28612,102.4874,134.1476,97.02672,0.008780206,-0.009256959,GOOD,
U25_B,28613,100.6669,131.0679,97.54248,0.0136459,-0.001161074,GOOD,
U25_B,28614,104.6114,131.9495,100.6873,0.01193864,-0.0004293006,GOOD,
U25_B,28615,105.7695,132.3281,101.5107,0.01023138,0.0002902635,GOOD,
U25_B,28616,104.1937,126.7143,104.4287,0.008519248,0.001009848,GOOD,
U25_B,28617,105.0121,124.6538,106.9886,0.006814408,0.001734307,GOOD,
U25_B,28618,100.7042,130.3933,98.0835,0.005107149,-0.007508005,GOOD,
U25_B,28619,108.7955,135.0227,102.3311,0.003399891,-0.0167479,GOOD,
U25_B,28620,104.9217,128.9243,103.3557,0.001695071,0.00196848,GOOD,
U25_B,28621,107.9586,126.6657,108.2435,0.0009389931,-0.01427938,GOOD,
U25_B,28622,103.3496,129.5286,101.332,-0.001714571,-0.01654056,GOOD,
U25_B,28623,105.9675,130.3422,103.2503,0.01655556,-0.01580635,GOOD,
U25_B,28624,108.973,135.8072,101.9061,0.01485074,-0.01505262,GOOD,
U25_B,28625,102.6215,133.1138,97.9082,0.01314348,-0.0143184,GOOD,
U25_B,28626,103.9346,129.6834,101.7839,0.01143623,-0.01256214,GOOD,
U25_B,28627,105.3845,131.8156,101.5345,0.009728949,-0.01183036,GOOD,
U25_B,28628,100.555,134.194,95.16434,0.008024128,-0.01110103,GOOD,
U25_B,28629,105.5825,132.2076,101.4236,0.01282643,-0.002992955,GOOD,
U25_B,28630,101.2658,134.5126,95.61008,0.01111917,-0.002263619,GOOD,
